,movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
325,movie_0326,Our Queen,Movie,Family,movie_0034,2018,98.0,TV-MA,English,South Korea,4.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-02-12,0
326,movie_0327,The Storm,TV Series,History,Drama,2005,48.0,G,English,USA,7.4,movie_0034,movie_0034,2.0,164.0,0,2021-10-05,0
327,movie_0328,Mystery Day,Documentary,Horror,Family,2024,46.0,TV-Y7,Italian,USA,9.3,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-04-15,0
328,movie_0329,Battle Phoenix,Stand-up Comedy,Documentary,movie_0034,2021,49.0,TV-Y7,English,USA,6.6,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-07-25,1
329,movie_0330,Legend King,Documentary,Biography,movie_0034,2010,71.0,PG,English,UK,9.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-12-06,0
330,movie_0331,A Quest,TV Series,Family,movie_0034,2018,36.0,PG,Italian,UK,movie_0034,movie_0034,movie_0034,3.0,138.0,1,2020-12-01,0
331,movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75.0,TV-Y7,Spanish,USA,6.5,movie_0034,movie_0034,movie_0034,movie_0034,1,2023-07-11,0
332,movie_0333,The Dream,Movie,Action,movie_0034,2019,72.0,TV-14,Korean,USA,8.0,3004314.0,movie_0034,movie_0034,movie_0034,1,2020-11-09,0
333,movie_0334,Story Warrior,Limited Series,Comedy,movie_0034,1998,39.0,TV-14,Hindi,India,6.2,movie_0034,movie_0034,13.0,31.0,0,2022-10-31,0
334,movie_0335,Quest Mission,TV Series,Crime,movie_0034,2016,27.0,TV-14,Japanese,South Korea,movie_0034,movie_0034,movie_0034,movie_0034,149.0,0,2022-12-28,0
335,movie_0336,Queen Warrior,Movie,Comedy,movie_0034,2006,183.0,G,English,UK,7.8,1807604.0,71561859.0,movie_0034,movie_0034,1,2021-02-09,0
336,movie_0337,Storm Dream,TV Series,Documentary,movie_0034,2014,31.0,TV-Y7,French,USA,5.9,movie_0034,movie_0034,7.0,199.0,1,2024-08-12,0
337,movie_0338,Old Mission,Movie,Romance,Sci-Fi,2004,106.0,NC-17,English,Canada,4.7,262233.0,90979995.0,movie_0034,movie_0034,1,2022-01-24,0
338,movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106.0,PG-13,Spanish,Japan,7.5,945058.0,movie_0034,movie_0034,movie_0034,0,2024-10-19,0
339,movie_0340,Mission Quest,Movie,Documentary,movie_0034,2010,124.0,TV-Y,English,USA,6.3,1398006.0,movie_0034,movie_0034,movie_0034,1,2020-12-14,0
340,movie_0341,Battle Ice,TV Series,Western,movie_0034,2005,64.0,NC-17,English,USA,6.3,movie_0034,movie_0034,movie_0034,8.0,0,2024-02-18,1
341,movie_0342,Adventure Story,Movie,Biography,movie_0034,2001,103.0,TV-Y7,English,USA,7.4,1502147.0,123063274.0,movie_0034,movie_0034,0,2023-07-03,0
342,movie_0343,Legend Mission,Movie,Animation,movie_0034,2022,119.0,PG-13,English,USA,movie_0034,movie_0034,42547797.0,movie_0034,movie_0034,0,2023-01-19,0
343,movie_0344,Mystery Fire,Movie,Thriller,movie_0034,2017,110.0,PG,English,South Korea,5.1,6458405.0,2367644.0,movie_0034,movie_0034,0,2022-09-26,1
344,movie_0345,Dark Secret,TV Series,Fantasy,movie_0034,2001,64.0,NC-17,English,USA,7.5,movie_0034,movie_0034,3.0,146.0,0,2023-02-19,0
345,movie_0346,House City,TV Series,Animation,Sci-Fi,2008,30.0,TV-PG,English,South Korea,6.6,movie_0034,movie_0034,2.0,50.0,0,2023-01-02,0
346,movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51.0,NC-17,French,USA,4.9,movie_0034,movie_0034,9.0,168.0,1,2021-05-23,0
347,movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43.0,TV-PG,Spanish,USA,6.4,movie_0034,movie_0034,13.0,123.0,1,2025-01-10,0
348,movie_0349,Fire King,Documentary,Romance,movie_0034,2018,101.0,PG,English,USA,7.3,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-03-27,1
349,movie_0350,Dragon Hero,Movie,History,Family,2020,91.0,G,English,South Korea,8.0,16253067.0,movie_0034,movie_0034,movie_0034,0,2021-08-19,1
350,movie_0351,Family Story,TV Series,Family,movie_0034,2018,28.0,TV-Y,English,USA,movie_0034,movie_0034,movie_0034,2.0,191.0,1,2020-09-11,0
351,movie_0352,New Kingdom,Documentary,Thriller,movie_0034,2022,54.0,TV-Y,Japanese,USA,6.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-03-23,0
352,movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437.0,NC-17,Italian,USA,5.5,movie_0034,movie_0034,7.0,19.0,0,2020-08-21,0
353,movie_0354,New Adventure,Documentary,Adventure,Thriller,2010,85.0,G,Spanish,USA,7.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-01-20,0
354,movie_0355,Dream Dream,Limited Series,Family,Crime,2019,65.0,R,English,USA,5.9,movie_0034,movie_0034,4.0,177.0,0,2024-07-24,0
355,movie_0356,Love Empire,TV Series,Music,History,1999,43.0,TV-PG,Korean,USA,7.9,movie_0034,movie_0034,14.0,67.0,0,2023-07-28,0
356,movie_0357,Our Queen,Movie,Crime,movie_0034,2006,115.0,TV-Y,English,USA,6.6,1750267.0,movie_0034,movie_0034,movie_0034,0,2025-06-22,0
357,movie_0358,Legend Secret,TV Series,Drama,movie_0034,1992,37.0,TV-MA,English,Japan,9.0,movie_0034,movie_0034,4.0,148.0,0,2025-04-21,0
358,movie_0359,Quest Hero,Movie,Biography,movie_0034,1973,103.0,TV-14,Korean,USA,movie_0034,22962132.0,124272260.0,movie_0034,movie_0034,0,2025-06-13,1
359,movie_0360,Fire Night,TV Series,Comedy,Adventure,1953,52.0,TV-14,English,USA,4.0,movie_0034,movie_0034,2.0,116.0,0,2022-12-14,1
360,movie_0361,War Adventure,Movie,Drama,movie_0034,2022,22.0,TV-MA,English,USA,6.8,movie_0034,movie_0034,movie_0034,movie_0034,1,2022-06-04,0
361,movie_0362,Bright Phoenix,Documentary,Drama,movie_0034,2021,84.0,TV-Y,English,UK,7.9,movie_0034,movie_0034,movie_0034,movie_0034,1,2023-05-09,0
362,movie_0363,Night Secret,Movie,Animation,movie_0034,1990,150.0,PG,German,USA,movie_0034,9373108.0,1233608.0,movie_0034,movie_0034,0,2022-02-11,0
363,movie_0364,Princess House,Movie,Thriller,movie_0034,2009,95.0,TV-Y7,English,USA,7.9,19537616.0,4193030.0,movie_0034,movie_0034,1,2020-11-02,0
364,movie_0365,First Quest,TV Series,Action,Mystery,2011,70.0,NC-17,English,USA,7.3,movie_0034,movie_0034,movie_0034,170.0,0,2025-06-30,1
365,movie_0366,War Dragon,Limited Series,Crime,Family,2001,24.0,TV-14,English,Canada,8.2,movie_0034,movie_0034,10.0,185.0,0,2024-07-19,0
366,movie_0367,Storm Secret,Movie,Drama,movie_0034,1991,92.0,TV-MA,English,USA,4.7,6921573.0,movie_0034,movie_0034,movie_0034,0,2022-11-29,1
367,movie_0368,The Empire,Movie,Western,Fantasy,2018,95.0,TV-PG,French,Canada,6.1,29387509.0,movie_0034,movie_0034,movie_0034,1,2021-05-17,0
368,movie_0369,Big Ice,Documentary,Family,Adventure,2008,58.0,TV-Y,Hindi,Japan,5.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-05-08,0
369,movie_0370,Princess Quest,Movie,Music,Thriller,2015,87.0,PG-13,Spanish,USA,movie_0034,1373809.0,movie_0034,movie_0034,movie_0034,0,2021-09-16,0
370,movie_0371,King Love,TV Series,Biography,Drama,2017,46.0,TV-PG,Hindi,South Korea,6.3,movie_0034,movie_0034,1,168.0,1,2025-07-23,0
371,movie_0372,Love Fire,Movie,Documentary,movie_0034,2022,93.0,TV-Y7,English,South Korea,9.5,3882573.0,movie_0034,movie_0034,movie_0034,0,2023-02-04,0
372,movie_0373,Queen Journey,TV Series,War,movie_0034,2001,51.0,TV-MA,Spanish,South Korea,5.5,movie_0034,movie_0034,7.0,147.0,0,2021-06-17,0
373,movie_0374,The Story,Movie,Adventure,movie_0034,2023,104.0,TV-14,English,USA,7.5,766474.0,7301565.0,movie_0034,movie_0034,0,2024-03-05,1
374,movie_0375,Last Kingdom,Movie,Fantasy,Animation,2019,129.0,TV-Y7,Japanese,Canada,7.3,11990701.0,movie_0034,movie_0034,movie_0034,0,2021-03-15,0
375,movie_0376,City Legend,Movie,Family,Animation,2021,106.0,TV-PG,English,USA,7.6,102041972.0,movie_0034,movie_0034,movie_0034,0,2023-06-21,0
376,movie_0377,Ice Journey,Movie,Animation,movie_0034,2016,105.0,NC-17,Japanese,USA,5.6,4268594.0,3435870.0,movie_0034,movie_0034,0,2024-10-10,0
377,movie_0378,Quest Family,Stand-up Comedy,Sport,movie_0034,2005,42.0,TV-PG,English,USA,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-02-28,0
378,movie_0379,Our Battle,TV Series,Horror,movie_0034,2007,41.0,TV-G,Japanese,South Korea,movie_0034,movie_0034,movie_0034,13.0,164.0,0,2021-03-23,0
379,movie_0380,House Dragon,Stand-up Comedy,Animation,movie_0034,2015,66.0,PG-13,Hindi,USA,8.2,movie_0034,movie_0034,movie_0034,movie_0034,1,2023-06-17,0
380,movie_0381,Dragon Princess,Movie,Biography,Sport,2023,116.0,TV-G,English,Germany,6.2,8059992.0,1032562.0,movie_0034,movie_0034,0,2021-11-26,0
381,movie_0382,Love Empire,Documentary,War,War,2012,66.0,TV-G,English,Canada,5.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-10-10,1
382,movie_0383,Day City,TV Series,Crime,movie_0034,2022,42.0,G,English,USA,5.7,movie_0034,movie_0034,6.0,89.0,0,2023-09-28,0
383,movie_0384,Night Adventure,Stand-up Comedy,Music,Thriller,2013,42.0,G,English,USA,8.8,movie_0034,movie_0034,movie_0034,movie_0034,1,2022-02-27,0
384,movie_0385,Little Journey,Documentary,Family,Animation,2020,72.0,TV-Y7,English,USA,7.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-02-27,0
385,movie_0386,Hero Hero,Stand-up Comedy,War,Adventure,2015,42.0,PG,English,USA,8.6,movie_0034,movie_0034,movie_0034,movie_0034,0,2020-10-11,0
386,movie_0387,Night King,Movie,Animation,movie_0034,2024,90.0,TV-14,English,India,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-06-09,1
387,movie_0388,An Mission,Documentary,Animation,Thriller,1994,35.0,TV-G,Spanish,USA,2.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-07-29,0
388,movie_0389,Last Mission,Movie,History,Western,2023,122.0,TV-14,German,Canada,8.7,17655990.0,7400330.0,movie_0034,movie_0034,0,2023-03-20,1
389,movie_0390,Old Night,Movie,Fantasy,Sci-Fi,2004,94.0,TV-Y7,Spanish,USA,2.7,1231347.0,2483539.0,movie_0034,movie_0034,0,2024-07-05,0
390,movie_0391,Night Night,Stand-up Comedy,Crime,Biography,2006,87.0,TV-PG,French,USA,1.2,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-04-22,0
391,movie_0392,Hero City,TV Series,Adventure,movie_0034,2010,49.0,PG-13,French,USA,8.9,movie_0034,movie_0034,8.0,101.0,0,2024-09-26,1
392,movie_0393,A Storm,Stand-up Comedy,Sci-Fi,movie_0034,1999,57.0,TV-MA,English,South Korea,7.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2020-12-07,0
393,movie_0394,Dark Kingdom,TV Series,Adventure,movie_0034,2014,26.0,R,Spanish,South Korea,6.1,movie_0034,movie_0034,6.0,97.0,1,2023-12-17,0
394,movie_0395,Princess Queen,Stand-up Comedy,Family,Drama,2022,36.0,NC-17,English,USA,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-04-04,0
395,movie_0396,Storm Night,Movie,War,movie_0034,2003,120.0,PG-13,English,USA,7.2,282251.0,4665806.0,movie_0034,movie_0034,0,2023-08-15,0
396,movie_0397,Legend Adventure,Stand-up Comedy,Sci-Fi,movie_0034,2016,72.0,G,Spanish,USA,6.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-01-18,1
397,movie_0398,Hero Story,Movie,Animation,movie_0034,1997,101.0,R,English,South Korea,5.5,20876719.0,movie_0034,movie_0034,movie_0034,0,2023-09-28,0
398,movie_0399,Our Ice,Documentary,Horror,movie_0034,1996,87.0,TV-Y7,French,USA,6.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-12-16,0
399,movie_0400,Night Queen,Movie,Action,movie_0034,2002,73.0,TV-MA,Korean,UK,movie_0034,179175.0,28601135.0,movie_0034,movie_0034,0,2024-05-29,0
400,movie_0401,Queen War,Movie,Family,Action,2022,159.0,TV-Y,English,USA,5.5,1612758.0,movie_0034,movie_0034,movie_0034,0,2022-06-29,0
401,movie_0402,Fire Dream,Stand-up Comedy,Romance,movie_0034,2005,41.0,NC-17,German,Canada,7.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-04-05,0
402,movie_0403,Legend Legend,Movie,History,movie_0034,1992,106.0,R,Japanese,USA,2.0,movie_0034,309036948.0,movie_0034,movie_0034,1,2022-01-07,0
403,movie_0404,Family Story,TV Series,War,movie_0034,1990,53.0,TV-14,Korean,India,7.2,movie_0034,movie_0034,2.0,53.0,1,2020-09-21,0
404,movie_0405,Old Ice,Documentary,Biography,Crime,2006,44.0,R,English,South Korea,6.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-08-27,0
405,movie_0406,Mystery Empire,Movie,Adventure,movie_0034,2015,95.0,G,English,UK,7.2,3408376.0,movie_0034,movie_0034,movie_0034,1,2023-07-14,0
406,movie_0407,Phoenix Adventure,Stand-up Comedy,Action,movie_0034,1954,48.0,TV-PG,English,USA,6.4,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-09-14,1
407,movie_0408,Adventure Love,Stand-up Comedy,Music,movie_0034,2008,43.0,R,English,Canada,7.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-10-20,1
408,movie_0409,Mystery Storm,Documentary,Fantasy,Drama,2020,99.0,TV-14,English,USA,7.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-04-18,1
409,movie_0410,Last Battle,Movie,Drama,movie_0034,2022,586.0,TV-14,English,USA,5.4,28133203.0,146383638.0,movie_0034,movie_0034,0,2024-04-24,0
410,movie_0411,Dream Dream,Movie,Music,Romance,2013,126.0,TV-Y,Japanese,USA,movie_0034,movie_0034,5867475.0,movie_0034,movie_0034,0,2025-03-15,1
411,movie_0412,Princess Adventure,Limited Series,Comedy,movie_0034,1996,68.0,TV-G,Spanish,USA,3.8,movie_0034,movie_0034,9.0,132.0,0,2025-01-13,0
412,movie_0413,Legend Day,Movie,Family,Family,2006,80.0,TV-Y,Hindi,UK,3.5,11692054.0,4330263.0,movie_0034,movie_0034,0,2022-10-29,0
413,movie_0414,Adventure Queen,TV Series,Documentary,Drama,1999,42.0,G,English,Germany,7.4,movie_0034,movie_0034,13.0,141.0,1,2025-07-19,0
414,movie_0415,Last Quest,Documentary,Horror,Biography,1993,71.0,PG-13,English,UK,5.0,movie_0034,movie_0034,movie_0034,movie_0034,1,2025-03-24,0
415,movie_0416,A Mystery,Stand-up Comedy,Mystery,movie_0034,1992,45.0,R,Spanish,USA,9.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-06-11,0
416,movie_0417,Dragon Day,Documentary,Western,movie_0034,2011,91.0,PG-13,English,USA,5.4,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-06-07,0
417,movie_0418,Big Story,Movie,Western,movie_0034,2020,146.0,TV-14,English,UK,5.8,2059746.0,movie_0034,movie_0034,movie_0034,0,2020-10-15,0
418,movie_0419,New Fire,TV Series,Fantasy,movie_0034,1993,65.0,TV-14,Spanish,India,5.2,movie_0034,movie_0034,8.0,98.0,0,2025-01-03,0
419,movie_0420,War Hero,Stand-up Comedy,Western,movie_0034,1990,53.0,PG,Spanish,South Korea,6.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-09-04,0
420,movie_0421,Legend Love,Documentary,War,movie_0034,1997,66.0,PG,English,USA,5.2,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-05-30,0
421,movie_0422,City Night,TV Series,Family,movie_0034,2021,46.0,PG-13,Hindi,Germany,5.8,movie_0034,movie_0034,5.0,129.0,0,2022-12-20,0
422,movie_0423,Our Night,Movie,Biography,movie_0034,2005,143.0,TV-PG,English,USA,3.4,1053266.0,178690590.0,movie_0034,movie_0034,0,2022-11-05,0
423,movie_0424,Battle Secret,Documentary,Mystery,movie_0034,2004,56.0,TV-Y7,English,USA,0.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-04-06,0
424,movie_0425,Storm Kingdom,TV Series,Adventure,movie_0034,1994,53.0,NC-17,English,USA,movie_0034,movie_0034,movie_0034,8.0,134.0,0,2023-01-09,0
425,movie_0426,Warrior King,Movie,Action,movie_0034,2004,131.0,PG,French,USA,5.2,5821087.0,15559765.0,movie_0034,movie_0034,0,2024-03-17,0
426,movie_0427,A King,Movie,Western,movie_0034,2023,59.0,PG-13,English,South Korea,7.2,20316482.0,209532686.0,movie_0034,movie_0034,0,2024-02-15,0
427,movie_0428,Empire King,Movie,Thriller,Adventure,2020,105.0,TV-Y7,English,Japan,6.9,33231719.0,65276378.0,movie_0034,movie_0034,1,2022-12-25,1
428,movie_0429,Kingdom City,TV Series,History,movie_0034,1994,53.0,NC-17,English,USA,5.7,movie_0034,movie_0034,9.0,99.0,0,2020-10-22,0
429,movie_0430,Dragon Princess,Movie,Sci-Fi,Romance,1990,126.0,TV-Y,English,USA,5.2,300376.0,31428491.0,movie_0034,movie_0034,0,2021-03-02,1
430,movie_0431,A Adventure,Movie,History,movie_0034,2003,97.0,R,English,USA,6.9,816637.0,21732153.0,movie_0034,movie_0034,0,2021-05-30,0
431,movie_0432,Love Journey,Limited Series,Animation,movie_0034,2019,60.0,R,French,USA,6.7,movie_0034,movie_0034,movie_0034,29.0,1,2021-04-26,0
432,movie_0433,Our City,Movie,Crime,movie_0034,1999,113.0,TV-MA,English,France,6.5,movie_0034,2627409.0,movie_0034,movie_0034,0,2024-07-19,1
433,movie_0434,Princess Battle,Movie,Fantasy,movie_0034,2011,90.0,TV-Y,English,France,6.5,1346945.0,movie_0034,movie_0034,movie_0034,0,2024-10-25,0
434,movie_0435,Mission Phoenix,Documentary,Family,Thriller,2009,101.0,TV-PG,English,Canada,6.2,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-11-25,1
435,movie_0436,Story City,Documentary,History,movie_0034,2012,98.0,NC-17,English,Germany,6.4,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-01-29,0
436,movie_0437,Ice Secret,Movie,Animation,Drama,2016,93.0,TV-PG,English,USA,8.0,237105.0,movie_0034,movie_0034,movie_0034,1,2023-02-19,0
437,movie_0438,Mission Fire,TV Series,Mystery,Animation,2007,40.0,NC-17,Korean,USA,0.7,movie_0034,movie_0034,12.0,138.0,0,2025-01-16,0
438,movie_0439,Little Kingdom,Movie,Documentary,movie_0034,2023,99.0,TV-Y,English,USA,1.4,1745829.0,1894665.0,movie_0034,movie_0034,0,2023-08-08,0
439,movie_0440,Love War,Movie,Biography,Animation,2023,132.0,TV-G,Hindi,USA,7.4,8101114.0,18148075.0,movie_0034,movie_0034,1,2021-08-30,0
440,movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56.0,TV-G,Hindi,USA,4.0,movie_0034,movie_0034,8.0,199.0,0,2021-07-14,0
441,movie_0442,Dragon Storm,Stand-up Comedy,War,movie_0034,1990,59.0,G,English,USA,6.6,movie_0034,movie_0034,movie_0034,movie_0034,1,2022-08-05,0
442,movie_0443,Battle Legend,Movie,Documentary,Thriller,2011,88.0,R,English,South Korea,6.5,1448215.0,7347430.0,movie_0034,movie_0034,0,2020-09-10,0
443,movie_0444,Dragon Mystery,TV Series,Romance,movie_0034,2010,58.0,TV-Y,English,USA,7.8,movie_0034,movie_0034,3.0,129.0,0,2023-03-23,1
444,movie_0445,Secret Family,Movie,Thriller,Fantasy,1999,76.0,TV-Y7,English,UK,4.6,460104.0,11699392.0,movie_0034,movie_0034,0,2022-08-05,0
445,movie_0446,Queen Mission,TV Series,Adventure,movie_0034,1994,50.0,PG,English,Canada,8.5,movie_0034,movie_0034,12.0,123.0,1,2024-09-21,1
446,movie_0447,House Night,Stand-up Comedy,History,movie_0034,2005,31.0,G,Italian,Germany,4.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-04-30,1
447,movie_0448,Story Hero,Movie,Comedy,movie_0034,1993,101.0,TV-MA,English,USA,movie_0034,3865797.0,5081496.0,movie_0034,movie_0034,1,2020-12-15,0
448,movie_0449,Night House,TV Series,Horror,Western,2003,16.0,TV-Y7,English,France,7.5,movie_0034,movie_0034,3.0,126.0,1,2024-12-04,0
449,movie_0450,A Quest,Stand-up Comedy,Action,movie_0034,2005,57.0,NC-17,English,USA,10.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-05-13,1
450,movie_0451,Family Legend,Movie,Family,Sport,2005,109.0,TV-MA,Japanese,Japan,6.8,2290910.0,movie_0034,movie_0034,movie_0034,1,2024-11-16,0
451,movie_0452,Family Secret,Limited Series,Romance,movie_0034,2024,56.0,TV-Y7,French,USA,movie_0034,movie_0034,movie_0034,11.0,58.0,1,2023-12-23,0
452,movie_0453,Princess Dream,Movie,Adventure,movie_0034,2007,92.0,TV-MA,English,Germany,9.2,3945580.0,366268007.0,movie_0034,movie_0034,0,2021-03-16,0
453,movie_0454,Princess Queen,Movie,Mystery,movie_0034,1998,113.0,NC-17,Hindi,UK,6.6,357135.0,1413140.0,movie_0034,movie_0034,0,2022-07-31,0
454,movie_0455,Journey Quest,Movie,Fantasy,movie_0034,2008,117.0,PG-13,English,France,movie_0034,movie_0034,49402926.0,movie_0034,movie_0034,0,2025-02-22,0
455,movie_0456,Ice Legend,Movie,War,movie_0034,1979,104.0,PG-13,Hindi,USA,movie_0034,movie_0034,96016345.0,movie_0034,movie_0034,0,2025-07-18,0
456,movie_0457,The Day,TV Series,Drama,Family,1995,45.0,G,Hindi,USA,1.7,movie_0034,movie_0034,movie_0034,97.0,0,2023-03-02,0
457,movie_0458,Secret Hero,TV Series,Action,movie_0034,2018,57.0,R,English,USA,movie_0034,movie_0034,movie_0034,6.0,173.0,1,2023-03-08,0
458,movie_0459,Ice Phoenix,Movie,War,movie_0034,1997,98.0,TV-MA,English,USA,8.1,movie_0034,2089087.0,movie_0034,movie_0034,1,2024-08-04,1
459,movie_0460,Family Journey,TV Series,Documentary,History,2013,24.0,TV-14,Italian,Japan,movie_0034,movie_0034,movie_0034,9.0,66.0,0,2022-02-23,0
460,movie_0461,King Queen,Stand-up Comedy,Fantasy,movie_0034,2003,61.0,TV-PG,Spanish,Canada,5.6,movie_0034,movie_0034,movie_0034,movie_0034,1,2024-05-07,0
461,movie_0462,Last Kingdom,TV Series,Drama,movie_0034,2007,53.0,TV-PG,Spanish,USA,9.0,movie_0034,movie_0034,13.0,17.0,1,2023-05-23,0
462,movie_0463,Phoenix Day,TV Series,Comedy,movie_0034,2007,28.0,TV-14,English,USA,8.3,movie_0034,movie_0034,13.0,166.0,0,2022-11-14,0
463,movie_0464,Old House,Limited Series,Sport,movie_0034,1993,38.0,TV-Y,English,USA,4.9,movie_0034,movie_0034,6.0,176.0,0,2021-05-04,1
464,movie_0465,Battle Fire,Documentary,Romance,movie_0034,2006,91.0,R,Korean,USA,7.4,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-08-04,0
465,movie_0466,Ice Secret,Movie,Horror,movie_0034,2011,132.0,G,English,USA,5.5,6517048.0,movie_0034,movie_0034,movie_0034,0,2021-06-26,0
466,movie_0467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68.0,NC-17,English,USA,7.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-11-05,0
467,movie_0468,King Phoenix,TV Series,Action,Western,1992,27.0,TV-Y7,Spanish,USA,7.0,movie_0034,movie_0034,movie_0034,117.0,0,2023-06-17,0
468,movie_0469,Hero Empire,Documentary,Crime,movie_0034,2002,92.0,TV-Y,English,South Korea,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,1,2020-12-27,0
469,movie_0470,Mystery House,Documentary,Biography,movie_0034,1994,112.0,TV-Y,Italian,USA,5.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-06-30,0
470,movie_0471,Our Journey,TV Series,Documentary,movie_0034,2017,45.0,G,Italian,India,8.0,movie_0034,movie_0034,8.0,177.0,0,2023-11-19,0
471,movie_0472,Quest House,Movie,Action,movie_0034,1995,113.0,TV-MA,English,USA,5.9,59076396.0,1149791.0,movie_0034,movie_0034,0,2021-09-05,0
472,movie_0473,Journey House,Movie,Animation,Drama,1998,95.0,NC-17,German,USA,5.5,1622983.0,movie_0034,movie_0034,movie_0034,1,2021-11-01,0
473,movie_0474,Family Quest,TV Series,Drama,movie_0034,2007,37.0,TV-Y7,English,Canada,7.0,movie_0034,movie_0034,14.0,21.0,1,2020-08-19,0
474,movie_0475,A Secret,Movie,Drama,movie_0034,2014,112.0,PG,French,Germany,5.2,1942432.0,50827785.0,movie_0034,movie_0034,0,2022-10-20,0
475,movie_0476,Bright Storm,Limited Series,Action,Animation,2016,35.0,TV-G,Spanish,South Korea,movie_0034,movie_0034,movie_0034,14.0,176.0,0,2024-09-11,0
476,movie_0477,Dragon War,TV Series,Mystery,Family,2003,524.0,NC-17,Spanish,USA,5.0,movie_0034,movie_0034,4.0,199.0,1,2024-05-09,0
477,movie_0478,House Storm,Movie,Comedy,Drama,2004,138.0,NC-17,English,Canada,3.2,movie_0034,3733955.0,movie_0034,movie_0034,1,2022-09-01,0
478,movie_0479,Little House,TV Series,Biography,Family,2013,56.0,PG-13,Spanish,South Korea,6.8,movie_0034,movie_0034,8.0,94.0,0,2020-09-13,0
479,movie_0480,Princess Secret,Movie,History,Comedy,2013,118.0,TV-G,English,USA,5.1,25930822.0,32785848.0,movie_0034,movie_0034,0,2025-07-21,0
480,movie_0481,Ice Story,Movie,War,movie_0034,2021,122.0,TV-Y7,English,UK,6.3,movie_0034,9899916.0,movie_0034,movie_0034,0,2024-09-05,1
481,movie_0482,Love Battle,TV Series,History,movie_0034,1997,32.0,TV-PG,English,USA,movie_0034,movie_0034,movie_0034,3.0,120.0,1,2022-10-15,0
482,movie_0483,War Journey,Movie,Family,Thriller,2018,170.0,R,English,USA,4.0,1509950.0,9208234.0,movie_0034,movie_0034,0,2023-01-26,0
483,movie_0484,Secret King,Movie,Animation,Adventure,1994,90.0,TV-MA,Japanese,South Korea,4.8,360993.0,2993307.0,movie_0034,movie_0034,0,2020-08-24,0
484,movie_0485,Bright Queen,Movie,Drama,movie_0034,1998,133.0,NC-17,French,USA,7.8,3337484.0,33861358.0,movie_0034,movie_0034,0,2023-11-06,0
485,movie_0486,Story Warrior,Movie,Sci-Fi,movie_0034,1999,126.0,TV-14,English,South Korea,6.4,857249.0,816259.0,movie_0034,movie_0034,1,2023-01-04,0
486,movie_0487,Mystery Secret,Documentary,History,Biography,1999,75.0,TV-Y7,Korean,USA,6.6,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-05-26,0
487,movie_0488,My Mystery,Movie,Thriller,movie_0034,2013,111.0,NC-17,Hindi,Canada,movie_0034,252254.0,161575.0,movie_0034,movie_0034,0,2023-07-16,0
